epoch,training_loss
1,2.059310661500331
2,1.5698028738837968
3,1.4110564821863207
4,1.3435930634464408
5,1.3063495209406941
6,1.283100810544213
7,1.2664548482997917
8,1.2553406143452743
9,1.244508830761697
10,1.2334323966472924
11,1.2241170076571444
12,1.2157736692879149
13,1.2086153824328523
14,1.1987215400995395
15,1.1911501202722596
